index,qrCode,location,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,block,row,range,plotNumber,genotype,plantingDate,totalStandCount,daysToAnthesis,GDDToAnthesis,yieldPerAcre
1406,6211$ROW29$RANGE12$PHP02 X W606S,Lincoln,0,High,225,hybrids,17.5,6,29,12,6211,PHP02 X W606S,2022-05-22,NA,58,1320.57,44.11
1342,6131$ROW32$RANGE4$PHP02 X W606S,Lincoln,0,High,225,hybrids,17.5,5,32,4,6131,PHP02 X W606S,2022-05-22,NA,57,1295.5,38.21
1324,6113$ROW29$RANGE7$PHT69 X 3IIH6,Lincoln,0,High,225,hybrids,17.5,5,29,7,6113,PHT69 X 3IIH6,2022-05-22,NA,57,1295.5,29.95
1465,6270$ROW37$RANGE15$PHT69 X 3IIH6,Lincoln,0,High,225,hybrids,17.5,6,37,15,6270,PHT69 X 3IIH6,2022-05-22,NA,55,1238.89,23
1328,6117$ROW30$RANGE4$PHW52 X LH185,Lincoln,0,High,225,hybrids,17.5,5,30,4,6117,PHW52 X LH185,2022-05-22,NA,59,1346.07,35.56
1429,6234$ROW32$RANGE14$PHW52 X LH185,Lincoln,0,High,225,hybrids,17.5,6,32,14,6234,PHW52 X LH185,2022-05-22,NA,60,1370.73,27.71
1431,6236$ROW33$RANGE9$PHW52 X PHM49,Lincoln,0,High,225,hybrids,17.5,6,33,9,6236,PHW52 X PHM49,2022-05-22,NA,60,1370.73,32.47
1386,6175$ROW38$RANGE6$PHW52 X PHM49,Lincoln,0,High,225,hybrids,17.5,5,38,6,6175,PHW52 X PHM49,2022-05-22,NA,63,1451.51,26.18
1350,6139$ROW33$RANGE5$PHW52 X PHN82,Lincoln,0,High,225,hybrids,17.5,5,33,5,6139,PHW52 X PHN82,2022-05-22,NA,59,1346.07,29.85
1437,6242$ROW33$RANGE15$PHW52 X PHN82,Lincoln,0,High,225,hybrids,17.5,6,33,15,6242,PHW52 X PHN82,2022-05-22,NA,60,1370.73,50.37
1334,6123$ROW31$RANGE3$PHW52 X PHZ51,Lincoln,0,High,225,hybrids,17.5,5,31,3,6123,PHW52 X PHZ51,2022-05-22,NA,59,1346.07,15.22
1422,6227$ROW31$RANGE14$PHW52 X PHZ51,Lincoln,0,High,225,hybrids,17.5,6,31,14,6227,PHW52 X PHZ51,2022-05-22,NA,59,1346.07,41.61
1343,6132$ROW32$RANGE5$PHZ51 X LH145,Lincoln,0,High,225,hybrids,17.5,5,32,5,6132,PHZ51 X LH145,2022-05-22,NA,57,1295.5,49.64
1471,6276$ROW38$RANGE14$PHZ51 X LH145,Lincoln,0,High,225,hybrids,17.5,6,38,14,6276,PHZ51 X LH145,2022-05-22,NA,58,1320.57,22.64
1313,6102$ROW28$RANGE3$PIONEER 1311 AMXT,Lincoln,0,High,225,hybrids,17.5,5,28,3,6102,PIONEER 1311 AMXT,2022-05-22,NA,62,1422.27,46.99
1477,6282$ROW39$RANGE13$PIONEER 1311 AMXT,Lincoln,0,High,225,hybrids,17.5,6,39,13,6282,PIONEER 1311 AMXT,2022-05-22,NA,61,1395.88,58.82
1452,6257$ROW36$RANGE9$PIONEER P0589 AMXT,Lincoln,0,High,225,hybrids,17.5,6,36,9,6257,PIONEER P0589 AMXT,2022-05-22,NA,56,1268.08,82.11
1376,6165$ROW37$RANGE3$PIONEER P0589 AMXT,Lincoln,0,High,225,hybrids,17.5,5,37,3,6165,PIONEER P0589 AMXT,2022-05-22,NA,58,1320.57,75.34
1420,6225$ROW31$RANGE12$SYNGENTA NK0760-3111,Lincoln,0,High,225,hybrids,17.5,6,31,12,6225,SYNGENTA NK0760-3111,2022-05-22,NA,62,1422.27,39.02
1427,6232$ROW32$RANGE12$SYNGENTA NK0760-3111,Lincoln,0,High,225,hybrids,17.5,6,32,12,6232,SYNGENTA NK0760-3111,2022-05-22,NA,61,1395.88,40.5
1434,6239$ROW33$RANGE12$SYNGENTA NK0760-3111,Lincoln,0,High,225,hybrids,17.5,6,33,12,6239,SYNGENTA NK0760-3111,2022-05-22,NA,62,1422.27,20.94
1441,6246$ROW34$RANGE12$SYNGENTA NK0760-3111,Lincoln,0,High,225,hybrids,17.5,6,34,12,6246,SYNGENTA NK0760-3111,2022-05-22,NA,62,1422.27,19.81
1448,6253$ROW35$RANGE12$SYNGENTA NK0760-3111,Lincoln,0,High,225,hybrids,17.5,6,35,12,6253,SYNGENTA NK0760-3111,2022-05-22,NA,61,1395.88,24.9
1384,6173$ROW38$RANGE4$SYNGENTA NK0760-3111,Lincoln,0,High,225,hybrids,17.5,5,38,4,6173,SYNGENTA NK0760-3111,2022-05-22,NA,62,1422.27,52.81
1388,6177$ROW38$RANGE8$SYNGENTA NK0760-3111,Lincoln,0,High,225,hybrids,17.5,5,38,8,6177,SYNGENTA NK0760-3111,2022-05-22,NA,61,1395.88,41.09
1327,6116$ROW30$RANGE3$WF9 X H95,Lincoln,0,High,225,hybrids,17.5,5,30,3,6116,WF9 X H95,2022-05-22,NA,61,1395.88,6.11
1458,6263$ROW36$RANGE15$WF9 X H95,Lincoln,0,High,225,hybrids,17.5,6,36,15,6263,WF9 X H95,2022-05-22,NA,63,1451.51,14.15
3673,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1143$ROW21$RANGE20$PHP02 X W606S,Scottsbluff,16.9,High,225,n225,22.5,6,21,20,1383,2369 X 3IIH6,2022-05-19,NA,71,1328.45,183.83
3603,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1109$ROW22$RANGE11$LH195 X PHM49,Scottsbluff,16.9,High,225,n225,22.5,5,22,11,1399,2369 X 3IIH6,2022-05-19,NA,74,1393.15,191.1
3702,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1096$ROW23$RANGE23$PHW52 X PHM49,Scottsbluff,16.9,High,225,n225,22.5,6,23,23,1436,2369 X LH123HT,2022-05-19,NA,77,1459.11,156.34
3639,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1034$ROW25$RANGE11$N209 X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,5,25,11,1474,2369 X LH123HT,2022-05-19,NA,76,1437.65,165.5
3661,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1169$ROW20$RANGE21$PHP02 X LH145,Scottsbluff,16.9,High,225,n225,22.5,6,20,21,1359,2369 X PHN82,2022-05-19,NA,72,1350.26,184.3
3601,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1107$ROW22$RANGE9$PHB47 X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,5,22,9,1397,2369 X PHN82,2022-05-19,NA,71,1328.45,110.56
3581,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1161$ROW20$RANGE13$SYNGENTA NK0760-3111,Scottsbluff,16.9,High,225,n225,22.5,5,20,13,1351,2369 X PHP02,2022-05-19,NA,70,1309.51,200.64
3724,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1042$ROW25$RANGE19$PHG39 X PHN82,Scottsbluff,16.9,High,225,n225,22.5,6,25,19,1482,2369 X PHP02,2022-05-19,NA,68,1263.61,157.55
3584,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1127$ROW21$RANGE4$2369 X LH123HT,Scottsbluff,16.9,High,225,n225,22.5,5,21,4,1367,2369 X PHZ51,2022-05-19,NA,73,1371.7,188.97
3686,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1118$ROW22$RANGE20$PHJ40 X LH82,Scottsbluff,16.9,High,225,n225,22.5,6,22,20,1408,2369 X PHZ51,2022-05-19,NA,74,1393.15,181.77
3633,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1028$ROW25$RANGE5$PHW52 X PHM49,Scottsbluff,16.9,High,225,n225,22.5,5,25,5,1468,2FACC X 3IIH6,2022-05-19,NA,70,1309.51,194.4
3730,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1048$ROW25$RANGE25$B37 X MO17,Scottsbluff,16.9,High,225,n225,22.5,6,25,25,1488,2FACC X 3IIH6,2022-05-19,NA,74,1393.15,192.47
3664,SCOTTSBLUFF$HYBRID-HIPS - FILL NITROGEN$REPL$PLOTFILL$ROW20$RANGE24$FILL,Scottsbluff,16.9,High,225,n225,22.5,6,20,24,1362,4N506 X 3IIH6,2022-05-19,NA,73,1371.7,161.62
3631,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1026$ROW25$RANGE3$LH185 X LH82,Scottsbluff,16.9,High,225,n225,22.5,5,25,3,1466,4N506 X 3IIH6,2022-05-19,NA,74,1393.15,182.26
3583,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1126$ROW21$RANGE3$B73 X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,5,21,3,1366,B105 X 3IIH6,2022-05-19,NA,72,1350.26,179.06
3693,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1125$ROW22$RANGE27$N209 X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,6,22,27,1415,B105 X 3IIH6,2022-05-19,NA,72,1350.26,128.68
3628,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1060$ROW24$RANGE12$2369 X PHZ51,Scottsbluff,16.9,High,225,n225,22.5,5,24,12,1450,B14A X MO17,2022-05-19,NA,77,1459.11,52.55
3717,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1073$ROW24$RANGE25$LH195 X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,6,24,25,1463,B14A X MO17,2022-05-19,NA,77,1459.11,135.56
3585,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1128$ROW21$RANGE5$PHZ51 X LH145,Scottsbluff,16.9,High,225,n225,22.5,5,21,5,1368,B37 X H95,2022-05-19,NA,74,1393.15,177
3716,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1072$ROW24$RANGE24$PHK76 X LH198,Scottsbluff,16.9,High,225,n225,22.5,6,24,24,1462,B37 X H95,2022-05-19,NA,77,1459.11,109.55
3712,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1068$ROW24$RANGE20$LH82 X W606S,Scottsbluff,16.9,High,225,n225,22.5,6,24,20,1458,B37 X MO17,2022-05-19,NA,79,1509.4,97.58
3646,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1004$ROW26$RANGE6$4N506 X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,5,26,6,1494,B37 X MO17,2022-05-19,NA,75,1414.31,167.69
3580,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1160$ROW20$RANGE12$SYNGENTA NK0760-3111,Scottsbluff,16.9,High,225,n225,22.5,5,20,12,1350,B37 X OH43,2022-05-19,NA,74,1393.15,152.58
3690,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1122$ROW22$RANGE24$4N506 X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,6,22,24,1412,B37 X OH43,2022-05-19,NA,75,1414.31,141.57
3578,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1158$ROW20$RANGE10$SYNGENTA NK0760-3111,Scottsbluff,16.9,High,225,n225,22.5,5,20,10,1348,B73 X 3IIH6,2022-05-19,NA,72,1350.26,225.69
3740,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1020$ROW26$RANGE22$LH82 X PHB47,Scottsbluff,16.9,High,225,n225,22.5,6,26,22,1510,B73 X 3IIH6,2022-05-19,NA,75,1414.31,204.14
3582,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1162$ROW20$RANGE14$SYNGENTA NK0760-3111,Scottsbluff,16.9,High,225,n225,22.5,5,20,14,1352,B73 X MO17,2022-05-19,NA,75,1414.31,187.73
3593,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1136$ROW21$RANGE13$PHN46 X PHB47,Scottsbluff,16.9,High,225,n225,22.5,5,21,13,1376,B73 X PHM49,2022-05-19,NA,80,1530.76,175.38
3718,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1074$ROW24$RANGE26$PHP02 X LH198,Scottsbluff,16.9,High,225,n225,22.5,6,24,26,1464,B73 X PHM49,2022-05-19,NA,78,1483.45,159.07
3590,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1133$ROW21$RANGE10$HOEGEMEYER 8065RR,Scottsbluff,16.9,High,225,n225,22.5,5,21,10,1373,B73 X PHN82,2022-05-19,NA,75,1414.31,189.74
3692,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1124$ROW22$RANGE26$PHK56 X W606S,Scottsbluff,16.9,High,225,n225,22.5,6,22,26,1414,B73 X PHN82,2022-05-19,NA,74,1393.15,149.28
3575,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1155$ROW20$RANGE7$PHN46 X PHK56,Scottsbluff,16.9,High,225,n225,22.5,5,20,7,1345,B73 X PHZ51,2022-05-19,NA,76,1437.65,197.85
3725,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1043$ROW25$RANGE20$PHK56 X LH145,Scottsbluff,16.9,High,225,n225,22.5,6,25,20,1483,B73 X PHZ51,2022-05-19,NA,74,1393.15,162.67
3608,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1077$ROW23$RANGE4$PHP02 X LH198,Scottsbluff,16.9,High,225,n225,22.5,5,23,4,1417,B84 X 3IIH6,2022-05-19,NA,75,1414.31,166.29
3705,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1099$ROW23$RANGE26$PHP02 X PHK76,Scottsbluff,16.9,High,225,n225,22.5,6,23,26,1439,B84 X 3IIH6,2022-05-19,NA,74,1393.15,153.48
3634,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1029$ROW25$RANGE6$2369 X PHN82,Scottsbluff,16.9,High,225,n225,22.5,5,25,6,1469,F42 X MO17,2022-05-19,NA,73,1371.7,198.41
3726,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1044$ROW25$RANGE21$LH185 X W606S,Scottsbluff,16.9,High,225,n225,22.5,6,25,21,1484,F42 X MO17,2022-05-19,NA,75,1414.31,149.6
3667,SCOTTSBLUFF$HYBRID-HIPS - FILL NITROGEN$REPL$PLOTFILL$ROW20$RANGE27$FILL,Scottsbluff,16.9,High,225,n225,22.5,6,20,27,1365,F42 X OH43,2022-05-19,NA,76,1437.65,169.09
3641,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1036$ROW25$RANGE13$LH82 X PHB47,Scottsbluff,16.9,High,225,n225,22.5,5,25,13,1476,F42 X OH43,2022-05-19,NA,76,1437.65,150.31
3668,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1138$ROW21$RANGE15$LH145 X LH162,Scottsbluff,16.9,High,225,n225,22.5,6,21,15,1378,HOEGEMEYER 7089 AMXT,2022-05-19,NA,70,1309.51,190.52
3645,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1003$ROW26$RANGE5$SYNGENTA NK0760-3111,Scottsbluff,16.9,High,225,n225,22.5,5,26,5,1493,HOEGEMEYER 7089 AMXT,2022-05-19,NA,74,1393.15,208.89
3695,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1089$ROW23$RANGE16$PHK76 X LH145,Scottsbluff,16.9,High,225,n225,22.5,6,23,16,1429,HOEGEMEYER 8065RR,2022-05-19,NA,75,1414.31,183.21
3623,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1055$ROW24$RANGE7$LH74 X PHM49,Scottsbluff,16.9,High,225,n225,22.5,5,24,7,1445,HOEGEMEYER 8065RR,2022-05-19,NA,76,1437.65,NA
3577,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1157$ROW20$RANGE9$LH198 X PHB47,Scottsbluff,16.9,High,225,n225,22.5,5,20,9,1347,LH123HT X 3IIH6,2022-05-19,NA,73,1371.7,188.91
3678,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1148$ROW21$RANGE25$2369 X PHZ51,Scottsbluff,16.9,High,225,n225,22.5,6,21,25,1388,LH123HT X 3IIH6,2022-05-19,NA,75,1414.31,138.27
3657,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1165$ROW20$RANGE17$PHT69 X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,6,20,17,1355,LH123HT X PHB47,2022-05-19,NA,73,1371.7,182.31
3614,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1083$ROW23$RANGE10$B14A X MO17,Scottsbluff,16.9,High,225,n225,22.5,5,23,10,1423,LH123HT X PHB47,2022-05-19,NA,77,1459.11,131.48
3609,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1078$ROW23$RANGE5$B73 X PHM49,Scottsbluff,16.9,High,225,n225,22.5,5,23,5,1418,LH145 X LH162,2022-05-19,NA,75,1414.31,149.68
3704,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1098$ROW23$RANGE25$B37 X OH43,Scottsbluff,16.9,High,225,n225,22.5,6,23,25,1438,LH145 X LH162,2022-05-19,NA,72,1350.26,121.17
3685,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1117$ROW22$RANGE19$PIONEER 1311 AMXT,Scottsbluff,16.9,High,225,n225,22.5,6,22,19,1407,LH185 X LH145,2022-05-19,NA,75,1414.31,145.69
3624,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1056$ROW24$RANGE8$LH195 X PHZ51,Scottsbluff,16.9,High,225,n225,22.5,5,24,8,1446,LH185 X LH82,2022-05-19,NA,75,1414.31,NA
3737,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1017$ROW26$RANGE19$PHP02 X PHB47,Scottsbluff,16.9,High,225,n225,22.5,6,26,19,1507,LH185 X LH82,2022-05-19,NA,70,1309.51,167.3
3658,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1166$ROW20$RANGE18$PHG39 X PHM49,Scottsbluff,16.9,High,225,n225,22.5,6,20,18,1356,LH185 X W606S,2022-05-19,NA,74,1393.15,154.69
3592,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1135$ROW21$RANGE12$PIONEER 1311 AMXT,Scottsbluff,16.9,High,225,n225,22.5,5,21,12,1375,LH195 X 3IIH6,2022-05-19,NA,73,1371.7,185.06
3727,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1045$ROW25$RANGE22$PHB47 X LH185,Scottsbluff,16.9,High,225,n225,22.5,6,25,22,1485,LH195 X 3IIH6,2022-05-19,NA,68,1263.61,206.18
3679,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1149$ROW21$RANGE26$2FACC X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,6,21,26,1389,LH195 X LH123HT,2022-05-19,NA,84,1622.26,170.4
3599,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1105$ROW22$RANGE7$2369 X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,5,22,7,1395,LH195 X LH123HT,2022-05-19,NA,83,1596.86,134.64
3627,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1059$ROW24$RANGE11$PHP02 X W606S,Scottsbluff,16.9,High,225,n225,22.5,5,24,11,1449,LH195 X LH185,2022-05-19,NA,78,1483.45,NA
3713,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1069$ROW24$RANGE21$2369 X LH123HT,Scottsbluff,16.9,High,225,n225,22.5,6,24,21,1459,LH195 X LH185,2022-05-19,NA,74,1393.15,91.79
3595,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1101$ROW22$RANGE3$PHK76 X W606S,Scottsbluff,16.9,High,225,n225,22.5,5,22,3,1391,LH195 X PHM49,2022-05-19,NA,78,1483.45,175.84
3691,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1123$ROW22$RANGE25$2369 X PHP02,Scottsbluff,16.9,High,225,n225,22.5,6,22,25,1413,LH195 X PHM49,2022-05-19,NA,76,1437.65,152.08
3594,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1137$ROW21$RANGE14$PHW52 X LH185,Scottsbluff,16.9,High,225,n225,22.5,5,21,14,1377,LH195 X PHZ51,2022-05-19,NA,78,1483.45,168.76
3719,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1075$ROW24$RANGE27$LH185 X LH82,Scottsbluff,16.9,High,225,n225,22.5,6,24,27,1465,LH195 X PHZ51,2022-05-19,NA,76,1437.65,135.48
3573,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1153$ROW20$RANGE5$PHP02 X PHB47,Scottsbluff,16.9,High,225,n225,22.5,5,20,5,1343,LH198 X PHB47,2022-05-19,NA,69,1286.36,176.93
3697,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1091$ROW23$RANGE18$LH198 X PHZ51,Scottsbluff,16.9,High,225,n225,22.5,6,23,18,1431,LH198 X PHB47,2022-05-19,NA,75,1414.31,145.7
3602,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1108$ROW22$RANGE10$PHJ40 X LH82,Scottsbluff,16.9,High,225,n225,22.5,5,22,10,1398,LH198 X PHZ51,2022-05-19,NA,75,1414.31,177.24
3689,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1121$ROW22$RANGE23$LH74 X PHM49,Scottsbluff,16.9,High,225,n225,22.5,6,22,23,1411,LH198 X PHZ51,2022-05-19,NA,73,1371.7,176.83
3688,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1120$ROW22$RANGE22$PHK56 X LH198,Scottsbluff,16.9,High,225,n225,22.5,6,22,22,1410,LH74 X PHM49,2022-05-19,NA,73,1371.7,177.56
3630,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1062$ROW24$RANGE14$PHW52 X PHN82,Scottsbluff,16.9,High,225,n225,22.5,5,24,14,1452,LH74 X PHM49,2022-05-19,NA,77,1459.11,105.78
3728,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1046$ROW25$RANGE23$PHB47 X PHK56,Scottsbluff,16.9,High,225,n225,22.5,6,25,23,1486,LH74 X PHN82,2022-05-19,NA,77,1459.11,172.43
3647,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1005$ROW26$RANGE7$LH74 X PHN82,Scottsbluff,16.9,High,225,n225,22.5,5,26,7,1495,LH74 X PHN82,2022-05-19,NA,73,1371.7,188.58
3687,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1119$ROW22$RANGE21$LH74 X PHN82,Scottsbluff,16.9,High,225,n225,22.5,6,22,21,1409,LH82 X PHB47,2022-05-19,NA,72,1350.26,111.22
3644,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1002$ROW26$RANGE4$B37 X MO17,Scottsbluff,16.9,High,225,n225,22.5,5,26,4,1492,LH82 X PHB47,2022-05-19,NA,73,1371.7,163.65
3571,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1151$ROW20$RANGE3$PHK56 X W606S,Scottsbluff,16.9,High,225,n225,22.5,5,20,3,1341,LH82 X PHJ89,2022-05-19,NA,72,1350.26,171.11
3674,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1144$ROW21$RANGE21$PHK56 X LH82,Scottsbluff,16.9,High,225,n225,22.5,6,21,21,1384,LH82 X PHJ89,2022-05-19,NA,72,1350.26,144.62
3660,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1168$ROW20$RANGE20$B73 X MO17,Scottsbluff,16.9,High,225,n225,22.5,6,20,20,1358,LH82 X W606S,2022-05-19,NA,73,1371.7,161.56
3606,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1112$ROW22$RANGE14$F42 X MO17,Scottsbluff,16.9,High,225,n225,22.5,5,22,14,1402,LH82 X W606S,2022-05-19,NA,74,1393.15,103.35
3610,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1079$ROW23$RANGE6$PHK56 X LH185,Scottsbluff,16.9,High,225,n225,22.5,5,23,6,1419,N209 X 3IIH6,2022-05-19,NA,75,1414.31,170.22
3739,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1019$ROW26$RANGE21$LH123HT X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,6,26,21,1509,N209 X 3IIH6,2022-05-19,NA,70,1309.51,190.99
3675,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1145$ROW21$RANGE22$PHB47 X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,6,21,22,1385,PHB47 X 3IIH6,2022-05-19,NA,73,1371.7,169.11
3643,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1001$ROW26$RANGE3$LH82 X W606S,Scottsbluff,16.9,High,225,n225,22.5,5,26,3,1491,PHB47 X 3IIH6,2022-05-19,NA,70,1309.51,192.43
3574,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1154$ROW20$RANGE6$LH195 X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,5,20,6,1344,PHB47 X LH185,2022-05-19,NA,72,1350.26,200.31
3676,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1146$ROW21$RANGE23$LH82 X PHJ89,Scottsbluff,16.9,High,225,n225,22.5,6,21,23,1386,PHB47 X LH185,2022-05-19,NA,73,1371.7,169.94
3732,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1050$ROW25$RANGE27$2369 X 3IIH6,Scottsbluff,16.9,High,225,n225,22.5,6,25,27,1490,PHB47 X PHJ89,2022-05-19,NA,69,1286.36,147.28
3665,SCOTTSBLUFF$HYBRID-HIPS - FILL NITROGEN$REPL$PLOTFILL$ROW20$RANGE25$FILL,Scottsbluff,16.9,High,225,n225,22.5,6,20,25,1363,PHB47 X PHK56,2022-05-19,NA,72,1350.26,169.45
3617,SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1086$ROW23$RANGE13$PHK56 X PHJ89,Scottsbluff,16.9,High,225,n225,22.5,5,23,13,1426,PHB47 X PHK56,2022-05-19,NA,76,1437.65,172.49
