qrCode,location,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,block,row,range,plotNumber,genotype,plantingDate,totalStandCount,daysToAnthesis,GDDToAnthesis,yieldPerAcre
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6090ROW16$RANGE27$@PHK76 X LH82,Lincoln,0,High,225,225,17.5,5,16,27,6090,PHK76 X LH82,5/16/23,7.0,66.0,1452.275,53.57
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6092ROW18$RANGE27$@PHP02 X PHK56,Lincoln,0,High,225,225,17.5,5,18,27,6092,PHP02 X PHK56,5/16/23,32.0,61.0,1344.175,90.21
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6093ROW19$RANGE27$@PHK76 X 3IIH6,Lincoln,0,High,225,225,17.5,5,19,27,6093,PHK76 X 3IIH6,5/16/23,62.0,61.0,1344.175,146.0
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6095ROW21$RANGE27$@PHK56 X PHJ89,Lincoln,0,High,225,225,17.5,5,21,27,6095,PHK56 X PHJ89,5/16/23,38.0,62.0,1364.975,93.43
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6097ROW23$RANGE27$@PHK56 X W606S,Lincoln,0,High,225,225,17.5,5,23,27,6097,PHK56 X W606S,5/16/23,10.0,64.0,1408.025,53.09
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6098ROW24$RANGE27$@PHP02 X LH82,Lincoln,0,High,225,225,17.5,5,24,27,6098,PHP02 X LH82,5/16/23,44.0,57.0,1249.125,103.0
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6099ROW25$RANGE27$@PHK56 X 3IIH6,Lincoln,0,High,225,225,17.5,5,25,27,6099,PHK56 X 3IIH6,5/16/23,43.0,61.0,1344.175,150.44
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6100ROW26$RANGE27$@PHP02 X LH185,Lincoln,0,High,225,225,17.5,5,26,27,6100,PHP02 X LH185,5/16/23,23.0,61.0,1344.175,91.97
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6101ROW2$RANGE28$@LH195 X PHM49,Lincoln,0,High,225,225,17.5,5,2,28,6101,LH195 X PHM49,5/16/23,64.0,67.0,1475.175,100.69
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6102ROW3$RANGE28$@PHZ51 X LH145,Lincoln,0,High,225,225,17.5,5,3,28,6102,PHZ51 X LH145,5/16/23,69.0,60.0,1319.975,86.31
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6104ROW5$RANGE28$@LH145 X LH162,Lincoln,0,High,225,225,17.5,5,5,28,6104,LH145 X LH162,5/16/23,55.0,56.0,1225.125,72.33
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6105ROW6$RANGE28$@B84 X 3IIH6,Lincoln,0,High,225,225,17.5,5,6,28,6105,B84 X 3IIH6,5/16/23,51.0,63.0,1385.875,80.75
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6106ROW7$RANGE28$@PHB47 X PHK56,Lincoln,0,High,225,225,17.5,5,7,28,6106,PHB47 X PHK56,5/16/23,46.0,62.0,1364.975,88.19
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6107ROW8$RANGE28$@B73 X PHZ51,Lincoln,0,High,225,225,17.5,5,8,28,6107,B73 X PHZ51,5/16/23,57.0,64.0,1408.025,74.19
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6109ROW10$RANGE28$@LH195 X PHZ51,Lincoln,0,High,225,225,17.5,5,10,28,6109,LH195 X PHZ51,5/16/23,55.0,66.0,1452.275,85.6
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6110ROW11$RANGE28$@B73 X PHN82,Lincoln,0,High,225,225,17.5,5,11,28,6110,B73 X PHN82,5/16/23,60.0,66.0,1452.275,115.01
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6111ROW12$RANGE28$@PHK56 X LH82,Lincoln,0,High,225,225,17.5,5,12,28,6111,PHK56 X LH82,5/16/23,44.0,61.0,1344.175,115.47
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6151ROW2$RANGE30$@LH185 X LH82,Lincoln,0,High,225,225,17.5,6,2,30,6151,LH185 X LH82,5/16/23,53.0,60.0,1319.975,110.02
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6152ROW3$RANGE30$@B37 X OH43,Lincoln,0,High,225,225,17.5,6,3,30,6152,B37 X OH43,5/16/23,68.0,64.0,1408.025,61.66
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6154ROW5$RANGE30$@PHP02 X PHB47,Lincoln,0,High,225,225,17.5,6,5,30,6154,PHP02 X PHB47,5/16/23,45.0,60.0,1319.975,101.51
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6155ROW6$RANGE30$@WYFFELS W1782,Lincoln,0,High,225,225,17.5,6,6,30,6155,WYFFELS W1782,5/16/23,57.0,57.0,1249.125,148.13
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6156ROW7$RANGE30$@PHP02 X PHJ89,Lincoln,0,High,225,225,17.5,6,7,30,6156,PHP02 X PHJ89,5/16/23,60.0,57.0,1249.125,98.16
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6157ROW8$RANGE30$@LH195 X PHZ51,Lincoln,0,High,225,225,17.5,6,8,30,6157,LH195 X PHZ51,5/16/23,54.0,66.0,1452.275,76.59
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6159ROW10$RANGE30$@B105 X 3IIH6,Lincoln,0,High,225,225,17.5,6,10,30,6159,B105 X 3IIH6,5/16/23,59.0,61.0,1344.175,113.05
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6160ROW11$RANGE30$@PHN46 X W606S,Lincoln,0,High,225,225,17.5,6,11,30,6160,PHN46 X W606S,5/16/23,50.0,66.0,1452.275,75.05
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6161ROW12$RANGE30$@F42 X MO17,Lincoln,0,High,225,225,17.5,6,12,30,6161,F42 X MO17,5/16/23,59.0,66.0,1452.275,89.55
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6163ROW14$RANGE30$@PHK76 X LH145,Lincoln,0,High,225,225,17.5,6,14,30,6163,PHK76 X LH145,5/16/23,51.0,62.0,1364.975,70.91
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6164ROW15$RANGE30$@PHB47 X PHK56,Lincoln,0,High,225,225,17.5,6,15,30,6164,PHB47 X PHK56,5/16/23,49.0,62.0,1364.975,93.19
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6165ROW16$RANGE30$@LH195 X 3IIH6,Lincoln,0,High,225,225,17.5,6,16,30,6165,LH195 X 3IIH6,5/16/23,50.0,64.0,1408.025,119.0
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6167ROW18$RANGE30$@F42 X OH43,Lincoln,0,High,225,225,17.5,6,18,30,6167,F42 X OH43,5/16/23,40.0,62.0,1364.975,73.0
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6168ROW19$RANGE30$@LH195 X LH123HT,Lincoln,0,High,225,225,17.5,6,19,30,6168,LH195 X LH123HT,5/16/23,40.0,68.0,1499.325,71.25
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6170ROW21$RANGE30$@PHW52 X PHZ51,Lincoln,0,High,225,225,17.5,6,21,30,6170,PHW52 X PHZ51,5/16/23,45.0,63.0,1385.875,88.51
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6172ROW23$RANGE30$@2369 X 3IIH6,Lincoln,0,High,225,225,17.5,6,23,30,6172,2369 X 3IIH6,5/16/23,61.0,64.0,1408.025,101.18
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6173ROW24$RANGE30$@B73 X PHZ51,Lincoln,0,High,225,225,17.5,6,24,30,6173,B73 X PHZ51,5/16/23,62.0,66.0,1452.275,81.09
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6174ROW25$RANGE30$@PHZ51 X LH145,Lincoln,0,High,225,225,17.5,6,25,30,6174,PHZ51 X LH145,5/16/23,44.0,61.0,1344.175,102.53
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6175ROW26$RANGE30$@LH82 X W606S,Lincoln,0,High,225,225,17.5,6,26,30,6175,LH82 X W606S,5/16/23,49.0,62.0,1364.975,93.37
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6176ROW2$RANGE31$@PHP02 X PHK76,Lincoln,0,High,225,225,17.5,6,2,31,6176,PHP02 X PHK76,5/16/23,66.0,56.0,1225.125,94.55
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6177ROW3$RANGE31$@PHN46 X PHK56,Lincoln,0,High,225,225,17.5,6,3,31,6177,PHN46 X PHK56,5/16/23,49.0,62.0,1364.975,97.44
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6179ROW5$RANGE31$@PHW52 X PHN82,Lincoln,0,High,225,225,17.5,6,5,31,6179,PHW52 X PHN82,5/16/23,54.0,66.0,1452.275,131.44
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6180ROW6$RANGE31$@PHP02 X PHK56,Lincoln,0,High,225,225,17.5,6,6,31,6180,PHP02 X PHK56,5/16/23,34.0,58.0,1273.775,94.71
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6181ROW7$RANGE31$@B73 X PHN82,Lincoln,0,High,225,225,17.5,6,7,31,6181,B73 X PHN82,5/16/23,57.0,66.0,1452.275,88.36
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6182ROW8$RANGE31$@PHB47 X 3IIH6,Lincoln,0,High,225,225,17.5,6,8,31,6182,PHB47 X 3IIH6,5/16/23,43.0,62.0,1364.975,95.65
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6184ROW10$RANGE31$@2369 X PHZ51,Lincoln,0,High,225,225,17.5,6,10,31,6184,2369 X PHZ51,5/16/23,59.0,64.0,1408.025,82.31
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6185ROW11$RANGE31$@PHK56 X PHJ89,Lincoln,0,High,225,225,17.5,6,11,31,6185,PHK56 X PHJ89,5/16/23,55.0,62.0,1364.975,96.64
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6186ROW12$RANGE31$@LH74 X PHN82,Lincoln,0,High,225,225,17.5,6,12,31,6186,LH74 X PHN82,5/16/23,62.0,64.0,1408.025,126.24
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6188ROW14$RANGE31$@2FACC X 3IIH6,Lincoln,0,High,225,225,17.5,6,14,31,6188,2FACC X 3IIH6,5/16/23,52.0,60.0,1319.975,77.37
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6189ROW15$RANGE31$@4N506 X 3IIH6,Lincoln,0,High,225,225,17.5,6,15,31,6189,4N506 X 3IIH6,5/16/23,51.0,64.0,1408.025,107.96
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6190ROW16$RANGE31$@PHB47 X LH185,Lincoln,0,High,225,225,17.5,6,16,31,6190,PHB47 X LH185,5/16/23,47.0,64.0,1408.025,64.7
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6192ROW18$RANGE31$@B73 X PHM49,Lincoln,0,High,225,225,17.5,6,18,31,6192,B73 X PHM49,5/16/23,61.0,68.0,1499.325,102.38
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6193ROW19$RANGE31$@SYNGENTA NK0760-3111,Lincoln,0,High,225,225,17.5,6,19,31,6193,SYNGENTA NK0760-3111,5/16/23,39.0,68.0,1499.325,109.02
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6195ROW21$RANGE31$@PHK56 X LH198,Lincoln,0,High,225,225,17.5,6,21,31,6195,PHK56 X LH198,5/16/23,50.0,63.0,1385.875,111.77
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6197ROW23$RANGE31$@B73 X 3IIH6,Lincoln,0,High,225,225,17.5,6,23,31,6197,B73 X 3IIH6,5/16/23,56.0,67.0,1475.175,139.82
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6198ROW24$RANGE31$@B84 X 3IIH6,Lincoln,0,High,225,225,17.5,6,24,31,6198,B84 X 3IIH6,5/16/23,58.0,64.0,1408.025,90.05
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6199ROW25$RANGE31$@PHK56 X W606S,Lincoln,0,High,225,225,17.5,6,25,31,6199,PHK56 X W606S,5/16/23,5.0,64.0,1408.025,41.7
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6200ROW26$RANGE31$@PHP02 X PHN46,Lincoln,0,High,225,225,17.5,6,26,31,6200,PHP02 X PHN46,5/16/23,44.0,59.0,1296.725,108.31
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6201ROW2$RANGE32$@PHB47 X PHJ89,Lincoln,0,High,225,225,17.5,6,2,32,6201,PHB47 X PHJ89,5/16/23,69.0,62.0,1364.975,80.07
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6202ROW3$RANGE32$@B14A X MO17,Lincoln,0,High,225,225,17.5,6,3,32,6202,B14A X MO17,5/16/23,64.0,66.0,1452.275,108.63
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6204ROW5$RANGE32$@PHP02 X LH82,Lincoln,0,High,225,225,17.5,6,5,32,6204,PHP02 X LH82,5/16/23,62.0,58.0,1273.775,105.05
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6205ROW6$RANGE32$@HOEGEMEYER 7089 AMXT,Lincoln,0,High,225,225,17.5,6,6,32,6205,HOEGEMEYER 7089 AMXT,5/16/23,51.0,61.0,1344.175,126.06
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6206ROW7$RANGE32$@PHK56 X LH185,Lincoln,0,High,225,225,17.5,6,7,32,6206,PHK56 X LH185,5/16/23,65.0,64.0,1408.025,115.06
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6207ROW8$RANGE32$@N209 X 3IIH6,Lincoln,0,High,225,225,17.5,6,8,32,6207,N209 X 3IIH6,5/16/23,45.0,64.0,1408.025,106.6
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6209ROW10$RANGE32$@LH145 X LH162,Lincoln,0,High,225,225,17.5,6,10,32,6209,LH145 X LH162,5/16/23,50.0,57.0,1249.125,44.64
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6210ROW11$RANGE32$@PHP02 X W606S,Lincoln,0,High,225,225,17.5,6,11,32,6210,PHP02 X W606S,5/16/23,50.0,59.0,1296.725,102.13
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6211ROW12$RANGE32$@PHK56 X 3IIH6,Lincoln,0,High,225,225,17.5,6,12,32,6211,PHK56 X 3IIH6,5/16/23,60.0,62.0,1364.975,120.78
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6213ROW14$RANGE32$@PHK76 X LH198,Lincoln,0,High,225,225,17.5,6,14,32,6213,PHK76 X LH198,5/16/23,52.0,62.0,1364.975,102.26
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6214ROW15$RANGE32$@PHP02 X PHG47,Lincoln,0,High,225,225,17.5,6,15,32,6214,PHP02 X PHG47,5/16/23,36.0,58.0,1273.775,100.9
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6215ROW16$RANGE32$@PHN46 X PHB47,Lincoln,0,High,225,225,17.5,6,16,32,6215,PHN46 X PHB47,5/16/23,50.0,66.0,1452.275,101.03
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6217ROW18$RANGE32$@PHT69 X 3IIH6,Lincoln,0,High,225,225,17.5,6,18,32,6217,PHT69 X 3IIH6,5/16/23,56.0,58.0,1273.775,120.02
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6218ROW19$RANGE32$@PIONEER P0589 AMXT,Lincoln,0,High,225,225,17.5,6,19,32,6218,PIONEER P0589 AMXT,5/16/23,46.0,62.0,1364.975,115.12
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6220ROW21$RANGE32$@LH185 X LH145,Lincoln,0,High,225,225,17.5,6,21,32,6220,LH185 X LH145,5/16/23,44.0,63.0,1385.875,94.58
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6222ROW23$RANGE32$@LH198 X PHB47,Lincoln,0,High,225,225,17.5,6,23,32,6222,LH198 X PHB47,5/16/23,46.0,67.0,1475.175,110.25
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6223ROW24$RANGE32$@2369 X PHP02,Lincoln,0,High,225,225,17.5,6,24,32,6223,2369 X PHP02,5/16/23,57.0,60.0,1319.975,103.81
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6224ROW25$RANGE32$@LH82 X PHJ89,Lincoln,0,High,225,225,17.5,6,25,32,6224,LH82 X PHJ89,5/16/23,50.0,60.0,1319.975,75.21
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6225ROW26$RANGE32$@LH74 X PHM49,Lincoln,0,High,225,225,17.5,6,26,32,6225,LH74 X PHM49,5/16/23,50.0,66.0,1452.275,108.29
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6226ROW2$RANGE33$@PHW52 X PHM49,Lincoln,0,High,225,225,17.5,6,2,33,6226,PHW52 X PHM49,5/16/23,57.0,69.0,1526.575,96.11
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6227ROW3$RANGE33$@PHK76 X 3IIH6,Lincoln,0,High,225,225,17.5,6,3,33,6227,PHK76 X 3IIH6,5/16/23,51.0,58.0,1273.775,92.38
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6229ROW5$RANGE33$@LH195 X LH185,Lincoln,0,High,225,225,17.5,6,5,33,6229,LH195 X LH185,5/16/23,67.0,72.0,1614.625,98.83
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6230ROW6$RANGE33$@PHP02 X LH198,Lincoln,0,High,225,225,17.5,6,6,33,6230,PHP02 X LH198,5/16/23,46.0,60.0,1319.975,96.9
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6231ROW7$RANGE33$@PHW52 X LH185,Lincoln,0,High,225,225,17.5,6,7,33,6231,PHW52 X LH185,5/16/23,51.0,71.0,1582.925,126.24
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$2$PLOT6232ROW8$RANGE33$@LH195 X PHM49,Lincoln,0,High,225,225,17.5,6,8,33,6232,LH195 X PHM49,5/16/23,54.0,72.0,1614.625,92.48
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT101ROW2$RANGE9$@CROSS TYPE: 65,MOValley,0,Medium,160,2125,17.5,1,2,9,101,B14A X MO17,5/2/23,,,,205.14
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT102ROW3$RANGE9$@CROSS TYPE: 62,MOValley,0,Medium,160,2125,17.5,1,3,9,102,B73 X PHN82,5/2/23,,,,216.12
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT103ROW4$RANGE9$@CROSS TYPE: 50,MOValley,0,Medium,160,2125,17.5,1,4,9,103,PHK76 X LH82,5/2/23,,,,46.72
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT104ROW5$RANGE9$@CROSS TYPE: 59,MOValley,0,Medium,160,2125,17.5,1,5,9,104,PHP02 X PHK56,5/2/23,,,,138.46
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT105ROW6$RANGE9$@CROSS TYPE: 3,MOValley,0,Medium,160,2125,17.5,1,6,9,105,LH185 X W606S,5/2/23,,,,123.3
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT106ROW7$RANGE9$@CROSS TYPE: 53,MOValley,0,Medium,160,2125,17.5,1,7,9,106,PHP02 X LH185,5/2/23,,,,140.96
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT107ROW8$RANGE9$@CROSS TYPE: 29,MOValley,0,Medium,160,2125,17.5,1,8,9,107,4N506 X 3IIH6,5/2/23,,,,213.83
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT108ROW9$RANGE9$@CROSS TYPE: 19,MOValley,0,Medium,160,2125,17.5,1,9,9,108,LH195 X PHM49,5/2/23,,,,179.86
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT109ROW10$RANGE9$@CROSS TYPE: 95,MOValley,0,Medium,160,2125,17.5,1,10,9,109,F42 X OH43,5/2/23,,,,191.79
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT111ROW11$RANGE10$@CROSS TYPE: 46,MOValley,0,Medium,160,2125,17.5,1,11,10,111,PHK76 X LH145,5/2/23,,,,178.12
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT112ROW10$RANGE10$@CROSS TYPE: 89,MOValley,0,Medium,160,2125,17.5,1,10,10,112,2369 X PHZ51,5/2/23,,,,178.06
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT113ROW9$RANGE10$@CROSS TYPE: 22,MOValley,0,Medium,160,2125,17.5,1,9,10,113,PHW52 X PHZ51,5/2/23,,,,191.7
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT114ROW8$RANGE10$@CROSS TYPE: 34,MOValley,0,Medium,160,2125,17.5,1,8,10,114,N209 X 3IIH6,5/2/23,,,,208.0
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT115ROW7$RANGE10$@CROSS TYPE: 18,MOValley,0,Medium,160,2125,17.5,1,7,10,115,LH195 X PHZ51,5/2/23,,,,188.51
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT116ROW6$RANGE10$@CROSS TYPE: 90,MOValley,0,Medium,160,2125,17.5,1,6,10,116,B73 X 3IIH6,5/2/23,,,,119.62
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT117ROW5$RANGE10$@CROSS TYPE: 15,MOValley,0,Medium,160,2125,17.5,1,5,10,117,B73 X PHM49,5/2/23,,,,121.51
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT118ROW4$RANGE10$@CROSS TYPE: 38,MOValley,0,Medium,160,2125,17.5,1,4,10,118,PHT69 X 3IIH6,5/2/23,,,,134.58
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT119ROW3$RANGE10$@CROSS TYPE: 44,MOValley,0,Medium,160,2125,17.5,1,3,10,119,PHK56 X LH185,5/2/23,,,,201.31
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT121ROW2$RANGE11$@CROSS TYPE: 63,MOValley,0,Medium,160,2125,17.5,1,2,11,121,PHB47 X PHK56,5/2/23,,,,138.49
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT123ROW4$RANGE11$@CROSS TYPE: 40,MOValley,0,Medium,160,2125,17.5,1,4,11,123,PHK56 X W606S,5/2/23,,,,26.39
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT124ROW5$RANGE11$@CROSS TYPE: 56,MOValley,0,Medium,160,2125,17.5,1,5,11,124,PHP02 X PHK76,5/2/23,,,,146.01
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT126ROW7$RANGE11$@COMMERCIAL HYBRID 3,MOValley,0,Medium,160,2125,17.5,1,7,11,126,WYFFELS W1782,5/2/23,,,,244.1
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT127ROW8$RANGE11$@CROSS TYPE: 67,MOValley,0,Medium,160,2125,17.5,1,8,11,127,F42 X MO17,5/2/23,,,,205.05
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT128ROW9$RANGE11$@CROSS TYPE: 77,MOValley,0,Medium,160,2125,17.5,1,9,11,128,LH195 X 3IIH6,5/2/23,,,,197.43
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT129ROW10$RANGE11$@COMMERCIAL HYBRID 5,MOValley,0,Medium,160,2125,17.5,1,10,11,129,SYNGENTA NK0760-3111,5/2/23,,,,243.73
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT130ROW11$RANGE11$@CROSS TYPE: 70,MOValley,0,Medium,160,2125,17.5,1,11,11,130,LH123HT X 3IIH6,5/2/23,,,,233.06
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT131ROW11$RANGE12$@CROSS TYPE: 16,MOValley,0,Medium,160,2125,17.5,1,11,12,131,LH145 X LH162,5/2/23,,,,137.03
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT133ROW9$RANGE12$@CROSS TYPE: 54,MOValley,0,Medium,160,2125,17.5,1,9,12,133,PHP02 X PHN46,5/2/23,,,,191.77
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT134ROW8$RANGE12$@COMMERCIAL HYBRID 1,MOValley,0,Medium,160,2125,17.5,1,8,12,134,SYNGENTA NK0659-3120-EZ1,5/2/23,,,,257.7
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT135ROW7$RANGE12$@CROSS TYPE: 26,MOValley,0,Medium,160,2125,17.5,1,7,12,135,2369 X PHN82,5/2/23,,,,202.4
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT136ROW6$RANGE12$@CROSS TYPE: 33,MOValley,0,Medium,160,2125,17.5,1,6,12,136,LH74 X PHM49,5/2/23,,,,124.13
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT137ROW5$RANGE12$@CROSS TYPE: 35,MOValley,0,Medium,160,2125,17.5,1,5,12,137,PHB47 X 3IIH6,5/2/23,,,,132.91
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT138ROW4$RANGE12$@CROSS TYPE: 48,MOValley,0,Medium,160,2125,17.5,1,4,12,138,PHK76 X 3IIH6,5/2/23,,,,142.41
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT139ROW3$RANGE12$@CROSS TYPE: 1,MOValley,0,Medium,160,2125,17.5,1,3,12,139,LH185 X LH145,5/2/23,,,,196.79
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT140ROW2$RANGE12$@CROSS TYPE: 49,MOValley,0,Medium,160,2125,17.5,1,2,12,140,PHK76 X W606S,5/2/23,,,,188.98
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT141ROW2$RANGE13$@CROSS TYPE: 25,MOValley,0,Medium,160,2125,17.5,1,2,13,141,2369 X PHP02,5/2/23,,,,117.81
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT142ROW3$RANGE13$@CROSS TYPE: 86,MOValley,0,Medium,160,2125,17.5,1,3,13,142,PHW52 X PHN82,5/2/23,,,,182.45
